plant_id,variety_name,variety_code,zone_id,zone_name,planting_date,age_days,stage,health_status,current_height_cm,expected_height_cm,height_deviation_pct,current_girth_mm,is_grafted,graft_success,price_range_low,price_range_high
WN-2024-1488,Chandler,CH,ZONE-F,Hardening Zone F,2024-09-08,214,mature,healthy,70.4,74.9,-6.0,6.4,True,True,2000,3000
WN-2024-1489,Franquette,FR,ZONE-C,Open Field C,2024-05-08,337,ready_to_sell,healthy,86.6,94.4,-8.3,7.7,True,True,1800,2800
WN-2024-1490,Franquette,FR,ZONE-B,Greenhouse B,2025-01-13,87,young,healthy,22.0,24.4,-9.8,1.9,False,,1800,2800
WN-2024-1491,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-11-04,157,growing,healthy,50.7,47.1,7.6,3.9,True,True,2500,3500
WN-2024-1492,Chandler,CH,ZONE-C,Open Field C,2025-01-07,93,growing,healthy,29.1,32.5,-10.7,2.4,False,,2000,3000
WN-2024-1493,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-11-05,156,growing,healthy,49.9,46.8,6.6,3.0,True,False,2500,3500
WN-2024-1494,Franquette,FR,ZONE-F,Hardening Zone F,2025-01-27,73,young,healthy,17.5,20.4,-14.3,1.6,False,,1800,2800
WN-2024-1495,Chandler,CH,ZONE-A,Greenhouse A,2024-06-29,285,ready_to_sell,healthy,119.3,99.8,19.6,7.7,False,,2000,3000
WN-2024-1496,Kashmiri Walnut,KW,ZONE-C,Open Field C,2025-01-29,71,young,healthy,24.2,21.3,13.8,1.8,False,,2500,3500
WN-2024-1497,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-12-09,122,growing,healthy,34.1,36.6,-6.8,2.9,True,True,2500,3500
WN-2024-1498,Chandler,CH,ZONE-D,Open Field D,2025-01-18,82,young,healthy,24.9,28.7,-13.1,2.4,False,,2000,3000
WN-2024-1499,Chandler,CH,ZONE-A,Greenhouse A,2024-09-24,198,mature,healthy,61.6,69.3,-11.1,5.9,True,True,2000,3000
WN-2024-1500,Franquette,FR,ZONE-F,Hardening Zone F,2025-03-21,20,seedling,healthy,4.7,5.6,-16.0,0.5,False,,1800,2800
WN-2024-1501,Franquette,FR,ZONE-C,Open Field C,2024-05-22,323,ready_to_sell,healthy,70.4,90.4,-22.2,4.7,False,,1800,2800
WN-2024-1502,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-10-14,178,growing,healthy,63.3,53.4,18.6,4.4,False,,2500,3500
WN-2024-1503,Franquette,FR,ZONE-C,Open Field C,2024-08-22,231,mature,healthy,74.2,64.7,14.7,5.3,False,,1800,2800
WN-2024-1504,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2025-03-17,24,seedling,healthy,7.6,7.2,6.0,0.6,False,,2500,3500
WN-2024-1505,Pusa Kanchan,PK,ZONE-E,Nursery Beds E,2024-07-08,276,ready_to_sell,healthy,86.7,88.3,-1.8,7.1,False,,2200,3200
WN-2024-1506,Chandler,CH,ZONE-B,Greenhouse B,2024-04-17,358,ready_to_sell,healthy,134.8,125.3,7.6,9.9,False,,2000,3000
WN-2024-1507,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-05-23,322,ready_to_sell,at_risk,85.4,96.6,-11.6,7.0,True,True,2500,3500
WN-2024-1508,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-04-29,346,ready_to_sell,healthy,123.1,103.8,18.6,9.1,True,False,2500,3500
WN-2024-1509,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2025-03-24,17,seedling,healthy,5.3,5.1,3.0,0.4,False,,2500,3500
WN-2024-1510,Chandler,CH,ZONE-C,Open Field C,2024-09-10,212,mature,critical,65.2,74.2,-12.2,6.6,False,,2000,3000
WN-2024-1511,Chandler,CH,ZONE-A,Greenhouse A,2025-02-04,65,young,healthy,23.9,22.8,5.1,1.6,False,,2000,3000
WN-2024-1512,Pusa Kanchan,PK,ZONE-B,Greenhouse B,2024-05-29,316,ready_to_sell,healthy,72.9,101.1,-27.9,8.9,True,True,2200,3200
WN-2024-1513,Local Variety,LV,ZONE-C,Open Field C,2024-07-30,254,mature,healthy,47.3,63.5,-25.5,5.6,True,False,1200,2000
WN-2024-1514,Local Variety,LV,ZONE-B,Greenhouse B,2024-12-01,130,growing,healthy,33.2,32.5,2.3,2.8,True,True,1200,2000
WN-2024-1515,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2025-01-26,74,young,healthy,21.3,22.2,-4.2,2.0,False,,2500,3500
WN-2024-1516,Franquette,FR,ZONE-A,Greenhouse A,2024-09-30,192,mature,healthy,58.1,53.8,8.1,3.5,True,True,1800,2800
WN-2024-1517,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-04-12,363,ready_to_sell,healthy,112.8,108.9,3.6,7.3,False,,2500,3500
WN-2024-1518,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-11-11,150,growing,healthy,37.9,45.0,-15.7,3.5,True,True,2500,3500
WN-2024-1519,Chandler,CH,ZONE-C,Open Field C,2024-06-17,297,ready_to_sell,healthy,99.1,103.9,-4.6,10.1,True,True,2000,3000
WN-2024-1520,Franquette,FR,ZONE-F,Hardening Zone F,2024-10-12,180,mature,healthy,38.6,50.4,-23.4,3.1,False,,1800,2800
WN-2024-1521,Chandler,CH,ZONE-B,Greenhouse B,2024-09-20,202,mature,healthy,88.1,70.7,24.7,3.7,True,True,2000,3000
WN-2024-1522,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-05-26,319,ready_to_sell,healthy,87.1,95.7,-9.0,9.1,False,,2500,3500
WN-2024-1523,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-12-31,100,growing,healthy,30.7,30.0,2.3,2.1,False,,2500,3500
WN-2024-1524,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-08-09,244,mature,healthy,77.3,73.2,5.6,4.7,False,,2500,3500
WN-2024-1525,Local Variety,LV,ZONE-E,Nursery Beds E,2024-08-12,241,mature,healthy,65.5,60.2,8.7,3.7,False,,1200,2000
WN-2024-1526,Chandler,CH,ZONE-F,Hardening Zone F,2024-12-12,119,growing,healthy,29.8,41.6,-28.4,4.3,False,,2000,3000
WN-2024-1527,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-09-11,211,mature,healthy,58.7,63.3,-7.3,4.6,True,True,2500,3500
WN-2024-1528,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-05-19,326,ready_to_sell,healthy,74.3,97.8,-24.0,8.0,True,True,2500,3500
WN-2024-1529,Franquette,FR,ZONE-F,Hardening Zone F,2024-12-31,100,growing,healthy,28.0,28.0,0.1,2.1,False,,1800,2800
WN-2024-1530,Franquette,FR,ZONE-C,Open Field C,2024-05-02,343,ready_to_sell,healthy,103.4,96.0,7.6,7.6,True,False,1800,2800
WN-2024-1531,Chandler,CH,ZONE-F,Hardening Zone F,2025-01-27,73,young,healthy,24.4,25.5,-4.4,2.1,False,,2000,3000
WN-2024-1532,Franquette,FR,ZONE-E,Nursery Beds E,2024-06-11,303,ready_to_sell,healthy,98.9,84.8,16.6,5.8,True,True,1800,2800
WN-2024-1533,Kashmiri Walnut,KW,ZONE-C,Open Field C,2025-01-17,83,young,healthy,30.8,24.9,23.8,2.1,False,,2500,3500
WN-2024-1534,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-01-01,99,growing,healthy,27.6,29.7,-7.1,2.2,False,,2500,3500
WN-2024-1535,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-08-15,238,mature,healthy,55.0,71.4,-22.9,5.1,True,True,2500,3500
WN-2024-1536,Local Variety,LV,ZONE-A,Greenhouse A,2024-07-28,256,mature,healthy,62.3,64.0,-2.6,5.7,True,True,1200,2000
WN-2024-1537,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-07-31,253,mature,healthy,77.9,75.9,2.6,5.0,False,,2500,3500
WN-2024-1538,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-10-16,176,growing,critical,63.6,52.8,20.4,5.1,False,,2500,3500
WN-2024-1539,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-11-03,158,growing,healthy,52.0,47.4,9.7,4.2,True,True,2500,3500
WN-2024-1540,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-11-24,137,growing,healthy,46.9,41.1,14.2,3.7,True,True,2500,3500
WN-2024-1541,Chandler,CH,ZONE-F,Hardening Zone F,2025-01-29,71,young,healthy,23.2,24.8,-6.7,1.7,False,,2000,3000
WN-2024-1542,Franquette,FR,ZONE-E,Nursery Beds E,2024-06-03,311,ready_to_sell,critical,112.1,87.1,28.8,5.4,False,,1800,2800
WN-2024-1543,Local Variety,LV,ZONE-A,Greenhouse A,2024-08-16,237,mature,healthy,55.9,59.2,-5.6,5.0,True,True,1200,2000
WN-2024-1544,Franquette,FR,ZONE-B,Greenhouse B,2025-02-24,45,young,critical,18.4,12.6,46.4,1.0,False,,1800,2800
WN-2024-1545,Local Variety,LV,ZONE-B,Greenhouse B,2024-12-31,100,growing,healthy,33.3,25.0,33.0,2.4,False,,1200,2000
WN-2024-1546,Local Variety,LV,ZONE-F,Hardening Zone F,2024-11-25,136,growing,healthy,25.7,34.0,-24.4,3.2,True,False,1200,2000
WN-2024-1547,Chandler,CH,ZONE-F,Hardening Zone F,2024-12-25,106,growing,healthy,30.5,37.1,-17.8,3.1,False,,2000,3000
WN-2024-1548,Local Variety,LV,ZONE-B,Greenhouse B,2025-01-31,69,young,healthy,15.4,17.2,-10.6,1.6,False,,1200,2000
WN-2024-1549,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2025-02-16,53,young,healthy,10.8,17.0,-36.2,1.3,False,,2200,3200
WN-2024-1550,Franquette,FR,ZONE-D,Open Field D,2024-05-31,314,ready_to_sell,healthy,111.5,87.9,26.8,5.7,False,,1800,2800
WN-2024-1551,Franquette,FR,ZONE-A,Greenhouse A,2025-02-17,52,young,healthy,13.0,14.6,-10.9,1.1,False,,1800,2800
WN-2024-1552,Pusa Kanchan,PK,ZONE-E,Nursery Beds E,2024-08-08,245,mature,healthy,77.8,78.4,-0.7,5.5,True,True,2200,3200
WN-2024-1553,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-11-04,157,growing,healthy,49.1,47.1,4.2,3.4,True,True,2500,3500
WN-2024-1554,Chandler,CH,ZONE-A,Greenhouse A,2025-03-01,40,young,healthy,13.3,14.0,-4.9,1.0,False,,2000,3000
WN-2024-1555,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-05-03,342,ready_to_sell,healthy,112.6,102.6,9.8,8.2,True,True,2500,3500
WN-2024-1556,Chandler,CH,ZONE-F,Hardening Zone F,2025-02-27,42,young,healthy,15.1,14.7,2.9,1.1,False,,2000,3000
WN-2024-1557,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2025-01-02,98,growing,healthy,42.9,29.4,45.9,2.6,False,,2500,3500
WN-2024-1558,Pusa Kanchan,PK,ZONE-E,Nursery Beds E,2024-04-22,353,ready_to_sell,healthy,129.6,113.0,14.8,9.2,False,,2200,3200
WN-2024-1559,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-11-05,156,growing,healthy,55.3,46.8,18.1,3.1,False,,2500,3500
WN-2024-1560,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-05-05,340,ready_to_sell,healthy,103.1,102.0,1.1,8.9,False,,2500,3500
WN-2024-1561,Local Variety,LV,ZONE-E,Nursery Beds E,2024-06-04,310,ready_to_sell,at_risk,78.2,77.5,0.9,6.2,True,True,1200,2000
WN-2024-1562,Chandler,CH,ZONE-E,Nursery Beds E,2024-09-16,206,mature,healthy,52.8,72.1,-26.7,5.2,True,True,2000,3000
WN-2024-1563,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-10-10,182,mature,healthy,60.9,58.2,4.6,5.2,True,True,2200,3200
WN-2024-1564,Chandler,CH,ZONE-B,Greenhouse B,2024-11-26,135,growing,healthy,51.6,47.2,9.2,3.2,True,True,2000,3000
WN-2024-1565,Chandler,CH,ZONE-C,Open Field C,2024-10-21,171,growing,healthy,59.3,59.8,-0.9,4.5,True,False,2000,3000
WN-2024-1566,Local Variety,LV,ZONE-A,Greenhouse A,2025-01-12,88,young,healthy,25.2,22.0,14.7,1.8,False,,1200,2000
WN-2024-1567,Franquette,FR,ZONE-E,Nursery Beds E,2024-05-01,344,ready_to_sell,healthy,101.5,96.3,5.4,6.6,True,True,1800,2800
WN-2024-1568,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-11-26,135,growing,healthy,46.4,40.5,14.6,2.7,True,True,2500,3500
WN-2024-1569,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2025-01-20,80,young,healthy,22.8,24.0,-4.9,2.6,False,,2500,3500
WN-2024-1570,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-04-23,352,ready_to_sell,healthy,105.6,105.6,0.0,7.9,False,,2500,3500
WN-2024-1571,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-06-05,309,ready_to_sell,healthy,94.9,92.7,2.4,6.0,False,,2500,3500
WN-2024-1572,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-09-13,209,mature,healthy,47.9,62.7,-23.7,5.1,False,,2500,3500
WN-2024-1573,Local Variety,LV,ZONE-D,Open Field D,2024-06-20,294,ready_to_sell,at_risk,75.0,73.5,2.1,6.3,True,True,1200,2000
WN-2024-1574,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-06-01,313,ready_to_sell,healthy,132.9,100.2,32.7,10.3,True,True,2200,3200
WN-2024-1575,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-10-20,172,growing,healthy,46.7,55.0,-15.2,3.8,True,True,2200,3200
WN-2024-1576,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-08-07,246,mature,healthy,79.7,73.8,8.1,7.2,False,,2500,3500
WN-2024-1577,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-08-01,252,mature,healthy,61.9,75.6,-18.1,7.1,True,True,2500,3500
WN-2024-1578,Franquette,FR,ZONE-E,Nursery Beds E,2024-05-01,344,ready_to_sell,healthy,115.5,96.3,19.9,6.4,False,,1800,2800
WN-2024-1579,Chandler,CH,ZONE-C,Open Field C,2024-08-13,240,mature,healthy,68.1,84.0,-19.0,5.1,True,True,2000,3000
WN-2024-1580,Franquette,FR,ZONE-B,Greenhouse B,2025-03-08,33,young,at_risk,10.7,9.2,16.1,0.8,False,,1800,2800
WN-2024-1581,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-04-27,348,ready_to_sell,critical,111.0,104.4,6.3,8.2,True,False,2500,3500
WN-2024-1582,Local Variety,LV,ZONE-F,Hardening Zone F,2024-07-14,270,ready_to_sell,healthy,69.7,67.5,3.3,5.7,True,True,1200,2000
WN-2024-1583,Franquette,FR,ZONE-A,Greenhouse A,2025-01-29,71,young,at_risk,19.3,19.9,-2.8,1.5,False,,1800,2800
WN-2024-1584,Local Variety,LV,ZONE-C,Open Field C,2024-12-18,113,growing,healthy,25.8,28.2,-8.7,2.0,False,,1200,2000
WN-2024-1585,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-07-03,281,ready_to_sell,healthy,86.3,84.3,2.4,8.1,True,True,2500,3500
WN-2024-1586,Chandler,CH,ZONE-B,Greenhouse B,2024-05-05,340,ready_to_sell,healthy,108.8,119.0,-8.6,8.4,True,True,2000,3000
WN-2024-1587,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-06-29,285,ready_to_sell,healthy,73.7,85.5,-13.8,7.3,True,True,2500,3500
WN-2024-1588,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-01-06,94,growing,healthy,30.2,28.2,7.0,2.4,False,,2500,3500
WN-2024-1589,Franquette,FR,ZONE-C,Open Field C,2024-08-02,251,mature,healthy,72.3,70.3,2.9,5.5,True,True,1800,2800
WN-2024-1590,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-11-22,139,growing,healthy,41.2,41.7,-1.3,3.6,True,True,2500,3500
WN-2024-1591,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-11-09,152,growing,healthy,51.6,45.6,13.2,3.6,False,,2500,3500
WN-2024-1592,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-05-25,320,ready_to_sell,healthy,134.7,96.0,40.3,6.7,True,True,2500,3500
WN-2024-1593,Chandler,CH,ZONE-D,Open Field D,2024-04-17,358,ready_to_sell,healthy,143.9,125.3,14.9,9.4,True,False,2000,3000
WN-2024-1594,Chandler,CH,ZONE-B,Greenhouse B,2024-09-17,205,mature,healthy,63.8,71.8,-11.1,5.5,True,True,2000,3000
WN-2024-1595,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-06-04,310,ready_to_sell,healthy,84.8,93.0,-8.9,8.2,True,True,2500,3500
WN-2024-1596,Chandler,CH,ZONE-B,Greenhouse B,2024-07-15,269,mature,healthy,89.5,94.1,-5.0,7.4,False,,2000,3000
WN-2024-1597,Chandler,CH,ZONE-B,Greenhouse B,2024-05-29,316,ready_to_sell,healthy,114.9,110.6,3.9,9.8,False,,2000,3000
WN-2024-1598,Kashmiri Walnut,KW,ZONE-C,Open Field C,2025-04-02,8,seedling,healthy,2.1,2.4,-13.2,0.2,False,,2500,3500
WN-2024-1599,Chandler,CH,ZONE-C,Open Field C,2024-08-17,236,mature,healthy,96.4,82.6,16.7,5.1,True,True,2000,3000
WN-2024-1600,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-09-08,214,mature,healthy,71.3,64.2,11.1,4.5,True,True,2500,3500
WN-2024-1601,Franquette,FR,ZONE-E,Nursery Beds E,2024-09-22,200,mature,healthy,56.6,56.0,1.0,5.1,True,True,1800,2800
WN-2024-1602,Franquette,FR,ZONE-B,Greenhouse B,2024-10-16,176,growing,healthy,31.4,49.3,-36.3,4.0,False,,1800,2800
WN-2024-1603,Chandler,CH,ZONE-F,Hardening Zone F,2025-02-14,55,young,healthy,17.4,19.2,-9.7,1.9,False,,2000,3000
WN-2024-1604,Chandler,CH,ZONE-C,Open Field C,2024-06-08,306,ready_to_sell,healthy,103.9,107.1,-3.0,7.8,True,True,2000,3000
WN-2024-1605,Franquette,FR,ZONE-B,Greenhouse B,2024-12-05,126,growing,healthy,30.9,35.3,-12.4,2.6,True,True,1800,2800
WN-2024-1606,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-07-05,279,ready_to_sell,healthy,80.9,83.7,-3.3,7.7,True,True,2500,3500
WN-2024-1607,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-09-16,206,mature,healthy,67.7,61.8,9.5,6.0,True,False,2500,3500
WN-2024-1608,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-06-15,299,ready_to_sell,healthy,70.5,89.7,-21.4,6.7,True,True,2500,3500
WN-2024-1609,Franquette,FR,ZONE-B,Greenhouse B,2024-04-28,347,ready_to_sell,healthy,94.5,97.2,-2.8,7.6,False,,1800,2800
WN-2024-1610,Chandler,CH,ZONE-D,Open Field D,2024-12-06,125,growing,healthy,39.8,43.8,-9.0,3.9,True,True,2000,3000
WN-2024-1611,Franquette,FR,ZONE-C,Open Field C,2024-09-04,218,mature,healthy,67.4,61.0,10.4,5.2,True,True,1800,2800
WN-2024-1612,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-08-24,229,mature,healthy,70.2,68.7,2.2,4.9,False,,2500,3500
WN-2024-1613,Local Variety,LV,ZONE-C,Open Field C,2024-04-26,349,ready_to_sell,healthy,70.0,87.2,-19.8,6.7,True,True,1200,2000
WN-2024-1614,Pusa Kanchan,PK,ZONE-B,Greenhouse B,2025-03-24,17,seedling,healthy,7.2,5.4,31.6,0.5,False,,2200,3200
WN-2024-1615,Local Variety,LV,ZONE-E,Nursery Beds E,2024-08-12,241,mature,healthy,50.0,60.2,-16.9,4.2,False,,1200,2000
WN-2024-1616,Chandler,CH,ZONE-F,Hardening Zone F,2025-04-03,7,seedling,healthy,2.5,2.4,2.6,0.2,False,,2000,3000
WN-2024-1617,Pusa Kanchan,PK,ZONE-C,Open Field C,2024-05-16,329,ready_to_sell,healthy,77.8,105.3,-26.1,9.9,True,True,2200,3200
WN-2024-1618,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-09-28,194,mature,healthy,57.1,58.2,-1.8,4.8,True,True,2500,3500
WN-2024-1619,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2025-03-21,20,seedling,healthy,5.4,6.0,-9.2,0.5,False,,2500,3500
WN-2024-1620,Chandler,CH,ZONE-C,Open Field C,2024-07-27,257,mature,healthy,86.3,89.9,-4.1,7.8,True,True,2000,3000
WN-2024-1621,Chandler,CH,ZONE-F,Hardening Zone F,2024-09-29,193,mature,healthy,58.8,67.5,-12.9,4.5,True,True,2000,3000
WN-2024-1622,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-02-10,59,young,healthy,14.0,17.7,-20.7,1.4,False,,2500,3500
WN-2024-1623,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-07-30,254,mature,healthy,100.7,76.2,32.2,5.3,True,True,2500,3500
WN-2024-1624,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-09-13,209,mature,healthy,67.8,62.7,8.1,4.9,False,,2500,3500
WN-2024-1625,Franquette,FR,ZONE-E,Nursery Beds E,2024-12-15,116,growing,healthy,33.5,32.5,3.0,2.6,False,,1800,2800
WN-2024-1626,Local Variety,LV,ZONE-E,Nursery Beds E,2025-01-11,89,young,healthy,24.7,22.2,11.2,1.9,False,,1200,2000
WN-2024-1627,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-08-07,246,mature,healthy,65.7,73.8,-11.0,5.3,True,True,2500,3500
WN-2024-1628,Chandler,CH,ZONE-F,Hardening Zone F,2024-05-15,330,ready_to_sell,healthy,146.7,115.5,27.1,10.7,False,,2000,3000
WN-2024-1629,Local Variety,LV,ZONE-A,Greenhouse A,2024-06-11,303,ready_to_sell,healthy,81.9,75.8,8.1,5.8,False,,1200,2000
WN-2024-1630,Franquette,FR,ZONE-E,Nursery Beds E,2024-04-17,358,ready_to_sell,healthy,71.0,100.2,-29.2,7.7,True,True,1800,2800
WN-2024-1631,Chandler,CH,ZONE-F,Hardening Zone F,2024-04-16,359,ready_to_sell,at_risk,127.0,125.6,1.1,12.5,False,,2000,3000
WN-2024-1632,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2025-02-19,50,young,healthy,13.5,15.0,-10.3,1.2,False,,2500,3500
WN-2024-1633,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-05-10,335,ready_to_sell,healthy,112.9,100.5,12.3,7.6,False,,2500,3500
WN-2024-1634,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-06-03,311,ready_to_sell,critical,62.8,99.5,-36.9,9.7,False,,2200,3200
WN-2024-1635,Chandler,CH,ZONE-F,Hardening Zone F,2024-05-13,332,ready_to_sell,healthy,106.0,116.2,-8.7,8.9,False,,2000,3000
WN-2024-1636,Local Variety,LV,ZONE-C,Open Field C,2024-08-01,252,mature,healthy,81.6,63.0,29.5,5.5,True,True,1200,2000
WN-2024-1637,Local Variety,LV,ZONE-E,Nursery Beds E,2025-03-24,17,seedling,healthy,4.2,4.2,-1.1,0.4,False,,1200,2000
WN-2024-1638,Franquette,FR,ZONE-F,Hardening Zone F,2024-05-29,316,ready_to_sell,at_risk,93.6,88.5,5.8,6.8,True,True,1800,2800
WN-2024-1639,Franquette,FR,ZONE-C,Open Field C,2024-12-09,122,growing,healthy,22.9,34.2,-33.0,3.1,False,,1800,2800
WN-2024-1640,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-07-24,260,mature,healthy,65.7,78.0,-15.8,7.0,False,,2500,3500
WN-2024-1641,Franquette,FR,ZONE-D,Open Field D,2024-07-03,281,ready_to_sell,healthy,108.5,78.7,37.9,5.7,True,False,1800,2800
WN-2024-1642,Franquette,FR,ZONE-F,Hardening Zone F,2024-08-14,239,mature,healthy,68.9,66.9,3.0,5.3,True,True,1800,2800
WN-2024-1643,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-06-26,288,ready_to_sell,healthy,72.7,86.4,-15.8,6.8,True,True,2500,3500
WN-2024-1644,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-01-15,85,young,healthy,19.0,25.5,-25.6,2.1,False,,2500,3500
WN-2024-1645,Chandler,CH,ZONE-F,Hardening Zone F,2024-07-11,273,ready_to_sell,at_risk,108.0,95.5,13.1,6.6,False,,2000,3000
WN-2024-1646,Chandler,CH,ZONE-C,Open Field C,2025-01-27,73,young,healthy,19.1,25.5,-25.2,1.8,False,,2000,3000
WN-2024-1647,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-12-11,120,growing,healthy,38.1,36.0,6.0,2.9,False,,2500,3500
WN-2024-1648,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-07-28,256,mature,healthy,78.1,76.8,1.7,7.0,True,True,2500,3500
WN-2024-1649,Chandler,CH,ZONE-D,Open Field D,2025-03-02,39,young,healthy,13.6,13.6,-0.7,1.0,False,,2000,3000
WN-2024-1650,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-06-25,289,ready_to_sell,healthy,101.4,92.5,9.7,7.3,True,False,2200,3200
WN-2024-1651,Chandler,CH,ZONE-C,Open Field C,2025-01-28,72,young,healthy,16.9,25.2,-32.9,2.0,False,,2000,3000
WN-2024-1652,Local Variety,LV,ZONE-D,Open Field D,2024-12-14,117,growing,at_risk,31.6,29.2,8.0,2.1,False,,1200,2000
WN-2024-1653,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-06-08,306,ready_to_sell,healthy,79.9,91.8,-13.0,7.1,True,True,2500,3500
WN-2024-1654,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-07-18,266,mature,healthy,65.9,79.8,-17.4,6.2,False,,2500,3500
WN-2024-1655,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-10-02,190,mature,healthy,45.4,57.0,-20.4,5.0,False,,2500,3500
WN-2024-1656,Franquette,FR,ZONE-E,Nursery Beds E,2025-04-02,8,seedling,healthy,2.0,2.2,-11.6,0.2,False,,1800,2800
WN-2024-1657,Chandler,CH,ZONE-B,Greenhouse B,2024-05-24,321,ready_to_sell,at_risk,111.3,112.3,-0.9,9.4,True,True,2000,3000
WN-2024-1658,Chandler,CH,ZONE-C,Open Field C,2024-12-09,122,growing,healthy,42.5,42.7,-0.4,4.1,False,,2000,3000
WN-2024-1659,Pusa Kanchan,PK,ZONE-F,Hardening Zone F,2024-09-03,219,mature,healthy,61.6,70.1,-12.2,6.5,True,False,2200,3200
WN-2024-1660,Chandler,CH,ZONE-A,Greenhouse A,2024-12-16,115,growing,healthy,47.3,40.2,17.6,2.8,False,,2000,3000
WN-2024-1661,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-09-12,210,mature,critical,56.5,63.0,-10.4,4.4,True,True,2500,3500
WN-2024-1662,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-02-08,61,young,healthy,22.4,18.3,22.3,1.3,False,,2500,3500
WN-2024-1663,Local Variety,LV,ZONE-C,Open Field C,2025-03-19,22,seedling,critical,6.0,5.5,9.2,0.4,False,,1200,2000
WN-2024-1664,Franquette,FR,ZONE-D,Open Field D,2024-12-07,124,growing,healthy,42.0,34.7,20.9,3.0,True,True,1800,2800
WN-2024-1665,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-05-04,341,ready_to_sell,critical,85.2,102.3,-16.7,6.4,True,True,2500,3500
